time,linear.velocity.x,linear.velocity.y,linear.velocity.z,angular.velocity.x,angular.velocity.y,angular.velocity.z,gps.latitude,gps.longitude,gps.height,gps.health
24.457584,-8.821762,-1.960872,-0.003728,-0.007153,0.834886,-0.003179,22.542746,113.958726,5.526560,5
24.477497,-8.720189,-1.940271,-0.005162,-0.004058,1.632233,-0.003401,22.542746,113.958724,5.526457,5
24.497541,-8.616177,-1.919167,-0.006435,-0.007196,0.754359,-0.003077,22.542745,113.958723,5.526327,5
24.517382,-8.510075,-1.897631,-0.007547,-0.007281,0.624225,-0.002906,22.542745,113.958721,5.526174,5
24.538611,-8.402233,-1.875731,-0.008500,-0.007344,0.539948,-0.002792,22.542745,113.958719,5.526000,5
24.557454,-8.292962,-1.853526,-0.009288,-0.007735,0.436099,-0.002650,22.542744,113.958718,5.525810,5
24.577664,-8.182528,-1.831069,-0.009917,-0.007306,0.580875,-0.002847,22.542744,113.958716,5.525607,5
24.597638,-8.071171,-1.808405,-0.010399,-0.008108,0.378436,-0.002564,22.542744,113.958714,5.525393,5
24.617569,-7.959117,-1.785579,-0.010745,-0.008484,0.275808,-0.002405,22.542743,113.958713,5.525172,5
24.639114,-7.846572,-1.762631,-0.010965,-0.008529,0.253080,-0.002368,22.542743,113.958711,5.524944,5
24.657627,-7.733722,-1.739596,-0.011068,-0.008749,0.176754,-0.002237,22.542743,113.958710,5.524715,5
24.677583,-7.620728,-1.716506,-0.011066,-0.008632,0.212131,-0.002300,22.542742,113.958708,5.524487,5
24.697462,-7.507727,-1.693389,-0.010973,-0.008879,0.131711,-0.002151,22.542742,113.958707,5.524258,5
24.717495,-7.394841,-1.670267,-0.010800,-0.008918,0.106083,-0.002101,22.542742,113.958705,5.524035,5
24.740589,-7.282177,-1.647162,-0.010555,-0.008690,0.193814,-0.002268,22.542741,113.958704,5.523817,5
24.757454,-7.169828,-1.624091,-0.010250,-0.008577,0.231852,-0.002333,22.542741,113.958702,5.523604,5
24.777509,-7.057867,-1.601070,-0.009898,-0.008936,0.056494,-0.001998,22.542741,113.958701,5.523399,5
24.797508,-6.946355,-1.578110,-0.009506,-0.008928,0.094550,-0.002078,22.542741,113.958700,5.523202,5
24.817439,-6.835347,-1.555222,-0.009083,-0.008895,0.029059,-0.001930,22.542740,113.958698,5.523014,5
24.838850,-6.724882,-1.532415,-0.008632,-0.008826,0.013911,-0.001887,22.542740,113.958697,5.522835,5
24.857511,-6.614992,-1.509694,-0.008163,-0.008852,0.018496,-0.001900,22.542740,113.958696,5.522666,5
24.877603,-6.505702,-1.487066,-0.007685,-0.008932,0.048763,-0.001980,22.542739,113.958694,5.522507,5
24.897521,-6.397029,-1.464532,-0.007200,-0.008668,-0.003109,-0.001828,22.542739,113.958693,5.522357,5
24.917540,-6.288982,-1.442097,-0.006713,-0.008594,-0.007661,-0.001808,22.542739,113.958692,5.522218,5
24.940833,-6.181570,-1.419762,-0.006225,-0.008514,-0.011190,-0.001788,22.542739,113.958690,5.522089,5
24.957530,-6.074792,-1.397526,-0.005744,-0.008429,-0.013838,-0.001769,22.542738,113.958689,5.521970,5
24.977502,-5.968648,-1.375390,-0.005274,-0.008799,0.009756,-0.001874,22.542738,113.958688,5.521861,5
24.997585,-5.863132,-1.353354,-0.004815,-0.008160,-0.017749,-0.001718,22.542738,113.958687,5.521761,5
25.017693,-5.758235,-1.331415,-0.004369,-0.008252,-0.017004,-0.001733,22.542738,113.958686,5.521672,5
25.038895,-5.653950,-1.309574,-0.003935,-0.008115,-0.017955,-0.001711,22.542737,113.958685,5.521591,5
25.057467,-5.550261,-1.287826,-0.003519,-0.007978,-0.018029,-0.001689,22.542737,113.958684,5.521518,5
25.077439,-5.447161,-1.266171,-0.003123,-0.007886,-0.017712,-0.001676,22.542737,113.958683,5.521454,5
25.097505,-5.344632,-1.244606,-0.002744,-0.007796,-0.017172,-0.001661,22.542737,113.958682,5.521398,5
25.117500,-5.242660,-1.223128,-0.002385,-0.007666,-0.016061,-0.001638,22.542736,113.958680,5.521349,5
25.138726,-5.141232,-1.201735,-0.002043,-0.007709,-0.016464,-0.001645,22.542736,113.958679,5.521307,5
25.157727,-5.040330,-1.180424,-0.001721,-0.007537,-0.014709,-0.001616,22.542736,113.958678,5.521272,5
25.177501,-4.939940,-1.159192,-0.001420,-0.007454,-0.013731,-0.001602,22.542736,113.958677,5.521243,5
25.197460,-4.840047,-1.138036,-0.001138,-0.006685,-0.012205,-0.001455,22.542736,113.958676,5.521220,5
25.217483,-4.740631,-1.116964,-0.000874,-0.007415,-0.013229,-0.001595,22.542735,113.958676,5.521204,5
25.238693,-4.641731,-1.096020,-0.000697,-0.000824,-0.011267,-0.000786,22.542735,113.958675,5.521188,5
25.257498,-4.543680,-1.075312,-0.000654,0.018425,-0.188549,0.000682,22.542735,113.958674,5.521174,5
25.277807,-4.447021,-1.054975,-0.000198,0.014941,-0.097963,0.000340,22.542735,113.958673,5.521170,5
25.297511,-4.352405,-1.035138,0.000593,0.004434,-0.015281,-0.000349,22.542735,113.958672,5.521180,5
25.317578,-4.259895,-1.015808,0.001517,0.016911,-0.347589,0.002200,22.542734,113.958671,5.521209,5
25.340685,-4.169182,-0.996916,0.002339,-0.004670,-0.011673,-0.001187,22.542734,113.958670,5.521255,5
25.357655,-4.079966,-0.978401,0.002948,0.016206,-0.218203,0.002853,22.542734,113.958669,5.521313,5
25.377526,-3.992092,-0.960231,0.003414,0.015629,-0.209104,0.003039,22.542734,113.958669,5.521383,5
25.397738,-3.905442,-0.942377,0.003792,0.013910,-0.144991,0.003203,22.542734,113.958668,5.521461,5
25.417456,-3.819792,-0.924790,0.004073,0.013293,-0.107287,0.003231,22.542734,113.958667,5.521544,5
25.440587,-3.734812,-0.907399,0.004216,0.016388,-0.254693,0.002586,22.542733,113.958666,5.521631,5
25.457637,-3.650131,-0.890126,0.004177,0.010918,0.083310,0.003210,22.542733,113.958666,5.521717,5
25.477706,-3.565434,-0.872905,0.003991,0.011806,0.021425,0.003255,22.542733,113.958665,5.521801,5
25.497692,-3.480490,-0.855685,0.003707,0.008912,0.161424,0.003007,22.542733,113.958664,5.521879,5
25.517704,-3.395115,-0.838425,0.003356,0.008404,0.178104,0.002935,22.542733,113.958664,5.521950,5
25.538898,-3.309156,-0.821091,0.002950,0.007907,0.192109,0.002854,22.542733,113.958663,5.522014,5
25.557607,-3.222537,-0.803663,0.002528,0.006451,0.191226,0.002566,22.542732,113.958662,5.522069,5
25.577834,-3.135329,-0.786152,0.002147,0.006938,0.201216,0.002668,22.542732,113.958662,5.522115,5
25.597613,-3.047688,-0.768584,0.001833,0.004619,0.118839,0.002122,22.542732,113.958661,5.522153,5
25.617677,-2.959714,-0.750975,0.001575,0.003555,0.112421,0.001777,22.542732,113.958660,5.522187,5
25.638941,-2.871432,-0.733327,0.001339,0.002997,0.113140,0.001553,22.542732,113.958660,5.522217,5
25.657473,-2.782841,-0.715637,0.001109,0.003262,0.113729,0.001664,22.542732,113.958659,5.522240,5
25.677736,-2.693966,-0.697910,0.000889,0.002144,0.092043,0.001133,22.542732,113.958659,5.522259,5
25.697683,-2.604852,-0.680150,0.000687,0.002526,0.104788,0.001337,22.542732,113.958658,5.522274,5
25.717677,-2.515536,-0.662365,0.000508,0.001701,0.078396,0.000851,22.542731,113.958658,5.522285,5
25.738766,-2.426047,-0.644559,0.000349,0.001984,0.086426,0.001035,22.542731,113.958657,5.522293,5
25.757649,-2.336405,-0.626735,0.000207,0.001211,0.066830,0.000519,22.542731,113.958657,5.522300,5
25.777387,-2.246634,-0.608896,0.000082,0.000895,0.059796,0.000365,22.542731,113.958656,5.522300,5
25.797460,-2.156759,-0.591047,-0.000024,0.001345,0.069985,0.000599,22.542731,113.958656,5.522300,5
25.817490,-2.066805,-0.573190,-0.000113,0.001061,0.063385,0.000441,22.542731,113.958655,5.522300,5
25.838900,-1.976791,-0.555328,-0.000186,0.000118,0.044381,0.000025,22.542731,113.958655,5.522297,5
25.857743,-1.886734,-0.537464,-0.000245,0.000389,0.049798,0.000152,22.542731,113.958655,5.522290,5
25.877567,-1.796652,-0.519600,-0.000290,-0.000204,0.032708,-0.000224,22.542731,113.958654,5.522282,5
25.897592,-1.706554,-0.501738,-0.000323,-0.000166,0.034943,-0.000182,22.542730,113.958654,5.522274,5
25.917383,-1.616456,-0.483881,-0.000344,-0.000235,0.030555,-0.000262,22.542730,113.958653,5.522267,5
25.941019,-1.526367,-0.466031,-0.000356,-0.000294,0.024772,-0.000352,22.542730,113.958653,5.522259,5
25.957481,-1.436296,-0.448190,-0.000359,-0.000237,0.018529,-0.000419,22.542730,113.958653,5.522252,5
25.977446,-1.346251,-0.430358,-0.000353,-0.000268,0.019967,-0.000408,22.542730,113.958653,5.522244,5
25.997638,-1.256235,-0.412539,-0.000341,-0.000010,0.013472,-0.000424,22.542730,113.958652,5.522236,5
26.017438,-1.166254,-0.394732,-0.000322,0.000166,0.011368,-0.000406,22.542730,113.958652,5.522229,5
26.038944,-1.076310,-0.376941,-0.000298,0.000272,0.010418,-0.000391,22.542730,113.958652,5.522221,5
26.057524,-0.986405,-0.359165,-0.000270,0.000526,0.008700,-0.000350,22.542730,113.958652,5.522213,5
26.077662,-0.896540,-0.341406,-0.000238,-0.000143,0.015861,-0.000429,22.542730,113.958651,5.522206,5
26.097569,-0.806713,-0.323667,-0.000203,0.001446,0.005302,-0.000182,22.542730,113.958651,5.522198,5
26.117537,-0.716923,-0.305948,-0.000165,0.001607,0.004758,-0.000148,22.542730,113.958651,5.522197,5
26.138815,-0.627169,-0.288249,-0.000126,0.001446,0.003362,-0.000079,22.542730,113.958651,5.522197,5
26.157535,-0.537448,-0.270568,-0.000085,0.001662,0.004255,-0.000121,22.542729,113.958651,5.522197,5
26.177665,-0.447757,-0.252903,-0.000045,0.001020,0.002273,-0.000023,22.542729,113.958651,5.522197,5
26.197391,-0.358092,-0.235254,-0.000003,0.000989,0.001690,0.000010,22.542729,113.958651,5.522197,5
26.217443,-0.268449,-0.217620,0.000038,0.001024,0.001207,0.000040,22.542729,113.958651,5.522197,5
26.238838,-0.178824,-0.199999,0.000079,0.000982,0.000812,0.000065,22.542729,113.958650,5.522197,5
26.257437,-0.089212,-0.182389,0.000119,0.000929,0.000644,0.000076,22.542729,113.958650,5.522197,5
26.277609,0.000392,-0.164789,0.000158,0.000753,0.000238,0.000103,22.542729,113.958650,5.522197,5
26.297596,0.089989,-0.147193,0.000196,0.000671,0.000038,0.000114,22.542729,113.958650,5.522201,5
26.317454,0.179579,-0.129600,0.000233,0.000604,-0.000113,0.000121,22.542729,113.958650,5.522209,5
26.338702,0.269154,-0.112009,0.000269,0.000488,-0.000265,0.000126,22.542729,113.958650,5.522216,5
26.357461,0.358709,-0.094418,0.000303,0.000569,-0.000173,0.000123,22.542729,113.958650,5.522224,5
26.377395,0.448236,-0.076828,0.000335,0.000328,-0.000363,0.000122,22.542729,113.958651,5.522232,5
26.397560,0.537729,-0.059241,0.000366,0.000261,-0.000376,0.000116,22.542729,113.958651,5.522239,5
26.417758,0.627181,-0.041658,0.000394,0.000365,-0.000348,0.000124,22.542729,113.958651,5.522247,5
26.438699,0.716584,-0.024078,0.000421,0.000404,-0.000327,0.000125,22.542729,113.958651,5.522254,5
26.457457,0.805932,-0.006504,0.000446,0.000230,-0.000375,0.000112,22.542729,113.958651,5.522262,5
26.477594,0.895219,0.011065,0.000470,0.000140,-0.000350,0.000096,22.542729,113.958651,5.522270,5
26.497462,0.984438,0.028625,0.000491,0.000002,-0.000263,0.000063,22.542729,113.958651,5.522277,5
26.517699,1.073583,0.046178,0.000511,-0.000094,-0.000174,0.000040,22.542729,113.958651,5.522285,5
26.539080,1.162647,0.063721,0.000529,-0.000137,-0.000126,0.000030,22.542729,113.958652,5.522293,5
26.557686,1.251624,0.081254,0.000546,-0.000177,-0.000076,0.000020,22.542729,113.958652,5.522300,5
26.577685,1.340508,0.098775,0.000561,-0.000157,-0.000101,0.000025,22.542729,113.958652,5.522311,5
26.597707,1.429292,0.116283,0.000575,-0.000232,-0.000001,0.000006,22.542729,113.958652,5.522326,5
26.617447,1.517970,0.133778,0.000587,-0.000249,0.000022,0.000001,22.542729,113.958653,5.522341,5
26.638737,1.606535,0.151258,0.000598,-0.000023,-0.000241,0.000057,22.542729,113.958653,5.522357,5
26.657671,1.694982,0.168722,0.000607,-0.000311,0.000112,-0.000018,22.542729,113.958653,5.522372,5
26.677745,1.783304,0.186169,0.000615,-0.000336,0.000152,-0.000030,22.542729,113.958654,5.522387,5
26.697798,1.871494,0.203598,0.000621,-0.000265,0.000045,-0.000003,22.542729,113.958654,5.522402,5
26.717530,1.959543,0.221006,0.000629,-0.000281,0.000068,-0.000008,22.542729,113.958654,5.522418,5
26.738783,2.047405,0.238386,0.000653,-0.000420,-0.012334,-0.000069,22.542729,113.958655,5.522433,5
26.757398,2.134981,0.255717,0.000712,-0.000478,-0.035612,-0.000080,22.542729,113.958655,5.522448,5
26.777637,2.222171,0.272981,0.000808,-0.000530,-0.056227,-0.000090,22.542729,113.958655,5.522463,5
26.797486,2.308908,0.290163,0.000929,-0.000559,-0.066631,-0.000098,22.542729,113.958656,5.522480,5
26.817406,2.395150,0.307256,0.001059,-0.000586,-0.074909,-0.000108,22.542730,113.958656,5.522503,5
26.840659,2.480859,0.324251,0.001195,-0.000607,-0.083079,-0.000114,22.542730,113.958657,5.522526,5
26.857367,2.565989,0.341141,0.001336,-0.000596,-0.078673,-0.000111,22.542730,113.958657,5.522552,5
26.877599,2.650499,0.357917,0.001483,-0.000639,-0.096394,-0.000120,22.542730,113.958658,5.522583,5
26.897451,2.734350,0.374571,0.001635,-0.000654,-0.102853,-0.000123,22.542730,113.958658,5.522613,5
26.917364,2.817514,0.391098,0.001788,-0.000665,-0.107726,-0.000126,22.542730,113.958659,5.522651,5
26.940747,2.899967,0.407493,0.001941,-0.000677,-0.114359,-0.000129,22.542730,113.958659,5.522689,5
26.957492,2.981684,0.423750,0.002093,-0.000684,-0.118470,-0.000130,22.542730,113.958660,5.522731,5
26.977350,3.062646,0.439867,0.002240,-0.000669,-0.109959,-0.000127,22.542730,113.958660,5.522777,5
26.997322,3.142835,0.455839,0.002384,-0.000689,-0.124452,-0.000130,22.542730,113.958661,5.522823,5
27.017442,3.222238,0.471664,0.002523,-0.000688,-0.125259,-0.000130,22.542730,113.958662,5.522876,5
27.038567,3.300855,0.487341,0.002651,-0.000686,-0.125147,-0.000130,22.542730,113.958662,5.522929,5
27.057252,3.378706,0.502875,0.002762,-0.000664,-0.115251,-0.000128,22.542730,113.958663,5.522983,5
27.077411,3.455809,0.518270,0.002854,-0.000654,-0.111941,-0.000126,22.542730,113.958664,5.523042,5
27.097319,3.532176,0.533526,0.002933,-0.000648,-0.111284,-0.000124,22.542731,113.958664,5.523103,5
27.117361,3.607808,0.548645,0.003001,-0.000689,-0.123258,-0.000131,22.542731,113.958665,5.523164,5
27.138739,3.682710,0.563627,0.003061,-0.000637,-0.109982,-0.000120,22.542731,113.958666,5.523225,5
27.157313,3.756889,0.578474,0.003112,-0.000632,-0.108930,-0.000119,22.542731,113.958666,5.523286,5
27.177251,3.830354,0.593187,0.003152,-0.000627,-0.107701,-0.000118,22.542731,113.958667,5.523347,5
27.197290,3.903114,0.607767,0.003183,-0.000612,-0.104175,-0.000114,22.542731,113.958668,5.523409,5
27.217355,3.975175,0.622217,0.003205,-0.000592,-0.100494,-0.000108,22.542731,113.958669,5.523478,5
27.238633,4.046546,0.636536,0.003219,-0.000617,-0.105246,-0.000115,22.542731,113.958669,5.523547,5
27.257449,4.117235,0.650728,0.003224,-0.000574,-0.097394,-0.000103,22.542731,113.958670,5.523615,5
27.277393,4.187249,0.664794,0.003222,-0.000562,-0.095208,-0.000099,22.542731,113.958671,5.523684,5
27.297344,4.256598,0.678734,0.003211,-0.000557,-0.094131,-0.000098,22.542732,113.958672,5.523753,5
27.317393,4.325290,0.692551,0.003194,-0.000532,-0.089928,-0.000091,22.542732,113.958673,5.523818,5
27.338660,4.393333,0.706246,0.003170,-0.000526,-0.088877,-0.000089,22.542732,113.958673,5.523879,5
27.357626,4.460738,0.719821,0.003141,-0.000568,-0.096299,-0.000101,22.542732,113.958674,5.523940,5
27.377650,4.527512,0.733277,0.003105,-0.000494,-0.083516,-0.000080,22.542732,113.958675,5.524001,5
27.397657,4.593663,0.746616,0.003065,-0.000474,-0.080317,-0.000075,22.542732,113.958676,5.524062,5
27.417563,4.659202,0.759840,0.003019,-0.000460,-0.078195,-0.000072,22.542732,113.958677,5.524123,5
27.440693,4.724135,0.772951,0.002970,-0.000453,-0.077133,-0.000071,22.542733,113.958678,5.524184,5
27.457598,4.788474,0.785949,0.002916,-0.000468,-0.079255,-0.000073,22.542733,113.958679,5.524245,5
27.477673,4.852225,0.798836,0.002859,-0.000416,-0.071831,-0.000071,22.542733,113.958680,5.524306,5
27.497813,4.915398,0.811615,0.002798,-0.000402,-0.069719,-0.000071,22.542733,113.958681,5.524360,5
27.517588,4.978002,0.824287,0.002735,-0.000388,-0.067620,-0.000069,22.542733,113.958682,5.524414,5
27.540958,5.040045,0.836852,0.002668,-0.000481,-0.081381,-0.000076,22.542733,113.958682,5.524467,5
27.557590,5.101537,0.849314,0.002599,-0.000362,-0.063447,-0.000065,22.542733,113.958683,5.524520,5
27.577599,5.162485,0.861673,0.002529,-0.000355,-0.062407,-0.000064,22.542734,113.958684,5.524574,5
27.597485,5.222899,0.873932,0.002457,-0.000334,-0.059298,-0.000060,22.542734,113.958685,5.524624,5
27.617608,5.282787,0.886091,0.002383,-0.000321,-0.057236,-0.000058,22.542734,113.958686,5.524670,5
27.638791,5.342159,0.898152,0.002308,-0.000314,-0.056208,-0.000057,22.542734,113.958687,5.524715,5
27.657570,5.401022,0.910117,0.002232,-0.000307,-0.055182,-0.000055,22.542734,113.958689,5.524761,5
27.677594,5.459385,0.921988,0.002156,-0.000287,-0.052117,-0.000052,22.542734,113.958690,5.524807,5
27.697400,5.517257,0.933766,0.002078,-0.000348,-0.061369,-0.000063,22.542734,113.958691,5.524848,5
27.717452,5.574646,0.945453,0.002000,-0.000259,-0.048060,-0.000046,22.542735,113.958692,5.524887,5
27.739052,5.631560,0.957049,0.001922,-0.000266,-0.049070,-0.000047,22.542735,113.958693,5.524925,5
27.757456,5.688009,0.968558,0.001844,-0.000232,-0.044037,-0.000041,22.542735,113.958694,5.524963,5
27.777402,5.744000,0.979980,0.001766,-0.000328,-0.058266,-0.000059,22.542735,113.958695,5.525001,5
27.797392,5.799543,0.991316,0.001689,-0.000213,-0.041047,-0.000037,22.542735,113.958696,5.525033,5
27.817618,5.854645,1.002569,0.001612,-0.000239,-0.045038,-0.000042,22.542736,113.958697,5.525064,5
27.838923,5.909315,1.013740,0.001535,-0.000188,-0.037094,-0.000032,22.542736,113.958698,5.525094,5
27.857678,5.963559,1.024830,0.001458,-0.000175,-0.035131,-0.000030,22.542736,113.958699,5.525125,5
27.877634,6.017389,1.035842,0.001383,-0.000157,-0.032208,-0.000026,22.542736,113.958701,5.525155,5
27.897543,6.070811,1.046776,0.001308,-0.000146,-0.030273,-0.000023,22.542736,113.958702,5.525178,5
27.917764,6.123833,1.057634,0.001234,-0.000140,-0.029309,-0.000022,22.542736,113.958703,5.525201,5
27.940902,6.176463,1.068417,0.001161,-0.000134,-0.028348,-0.000021,22.542737,113.958704,5.525224,5
27.957511,6.228709,1.079127,0.001088,-0.000182,-0.036112,-0.000031,22.542737,113.958705,5.525247,5
27.977455,6.280581,1.089766,0.001017,-0.000101,-0.023590,-0.000014,22.542737,113.958707,5.525270,5
27.997399,6.332085,1.100335,0.000947,-0.000096,-0.022647,-0.000013,22.542737,113.958708,5.525287,5
28.017567,6.383229,1.110835,0.000878,-0.000066,-0.017985,-0.000008,22.542737,113.958709,5.525302,5
28.038795,6.434021,1.121268,0.000810,-0.000060,-0.017063,-0.000007,22.542738,113.958710,5.525318,5
28.057548,6.484468,1.131636,0.000743,-0.000042,-0.014317,-0.000003,22.542738,113.958712,5.525333,5
28.077447,6.534579,1.141939,0.000678,-0.000078,-0.019841,-0.000010,22.542738,113.958713,5.525348,5
28.097820,6.584360,1.152179,0.000613,-0.000024,-0.011602,-0.000000,22.542738,113.958714,5.525362,5
28.117542,6.633820,1.162357,0.000550,-0.000013,-0.009811,0.000002,22.542738,113.958715,5.525370,5
28.138808,6.682965,1.172476,0.000487,-0.000007,-0.008921,0.000003,22.542739,113.958717,5.525378,5
28.157483,6.731804,1.182536,0.000426,0.000011,-0.006271,0.000005,22.542739,113.958718,5.525385,5
28.177341,6.780344,1.192538,0.000366,0.000022,-0.004524,0.000007,22.542739,113.958719,5.525393,5
28.197230,6.828591,1.202484,0.000307,0.000033,-0.002793,0.000009,22.542739,113.958721,5.525401,5
28.217686,6.876553,1.212376,0.000250,0.000027,-0.003656,0.000008,22.542739,113.958722,5.525408,5
28.239077,6.924229,1.222213,0.000199,-0.000030,-0.012503,-0.000001,22.542740,113.958723,5.525409,5
28.257742,6.971528,1.231977,0.000232,-0.000019,-0.010704,0.000001,22.542740,113.958725,5.525412,5
28.277838,7.018039,1.241593,0.000470,-0.001828,-0.239703,-0.000117,22.542740,113.958726,5.525419,5
28.298196,7.063022,1.250916,0.000927,-0.002367,-0.335188,-0.000153,22.542740,113.958727,5.525435,5
28.317625,7.105671,1.259790,0.001583,-0.003002,-0.527060,-0.000218,22.542741,113.958729,5.525464,5
28.338980,7.145280,1.268076,0.002428,-0.003071,-0.614480,-0.000245,22.542741,113.958730,5.525509,5
28.357748,7.181218,1.275648,0.003399,-0.002577,-0.915594,-0.000324,22.542741,113.958731,5.525574,5
28.377824,7.212950,1.282396,0.004487,-0.002349,-1.057188,-0.000354,22.542741,113.958733,5.525661,5
28.397917,7.239896,1.288205,0.005585,-0.002266,-1.135405,-0.000369,22.542741,113.958734,5.525769,5
28.417832,7.261656,1.292995,0.006597,-0.001974,-1.253379,-0.000413,22.542742,113.958736,5.525899,5
28.439165,7.278253,1.296769,0.007503,-0.002086,-1.241973,-0.000398,22.542742,113.958737,5.526048,5
28.457935,7.289925,1.299572,0.008220,-0.002724,-0.846205,-0.000309,22.542742,113.958738,5.526213,5
28.477866,7.296730,1.301416,0.008736,-0.001497,-1.201276,-0.000480,22.542742,113.958740,5.526390,5
28.497840,7.298098,1.302186,0.009254,-0.002449,-0.982183,-0.000339,22.542743,113.958741,5.526577,5
28.518023,7.293204,1.301721,0.009555,-0.001807,-1.637342,-0.000564,22.542743,113.958743,5.526771,5
28.539127,7.281769,1.299965,0.009713,-0.001855,-1.241551,-0.000427,22.542743,113.958744,5.526969,5
28.557870,7.264040,1.296967,0.009681,-0.002328,-1.686400,-0.000647,22.542743,113.958746,5.527167,5
28.577834,7.240396,1.292804,0.009378,-0.002832,-1.525844,-0.000758,22.542744,113.958747,5.527360,5
28.597767,7.211084,1.287526,0.008837,-0.002720,-1.553924,-0.000734,22.542744,113.958748,5.527543,5
28.617818,7.176261,1.281164,0.008097,-0.002942,-1.507759,-0.000780,22.542744,113.958750,5.527711,5
28.639203,7.136118,1.273756,0.007185,-0.003348,-1.432728,-0.000841,22.542744,113.958751,5.527861,5
28.657897,7.090922,1.265355,0.006134,-0.003255,-1.459792,-0.000830,22.542745,113.958753,5.527990,5
28.677770,7.040973,1.256023,0.004970,-0.003155,-1.479751,-0.000816,22.542745,113.958754,5.528096,5
28.698014,6.986554,1.245814,0.003717,-0.003579,-1.321586,-0.000857,22.542745,113.958755,5.528176,5
28.717752,6.927927,1.234782,0.002411,-0.002602,-1.593983,-0.000706,22.542745,113.958757,5.528230,5
28.739103,6.865355,1.222978,0.001084,-0.003965,-1.029051,-0.000774,22.542745,113.958758,5.528256,5
28.757899,6.799106,1.210456,-0.000229,-0.003932,-1.065782,-0.000792,22.542746,113.958759,5.528255,5
28.777871,6.729455,1.197271,-0.001510,-0.004060,-0.881857,-0.000681,22.542746,113.958761,5.528228,5
28.797875,6.656668,1.183476,-0.002742,-0.004087,-0.811974,-0.000624,22.542746,113.958762,5.528176,5
